bill_id,policy_area,subjects,introduced_at,official_title,short_title,congress_term,has_keywords,regulation,related_sentences
hr3131-114,Finance and Financial Sector,Consumer affairs|Consumer credit|Financial services and investments|Government information and archives|Government studies and investigations|Research administration and funding,2015-07-21,"To require the Bureau of Consumer Financial Protection, when issuing a research paper, to include all studies, data, and other analyses on which the paper was based.",Bureau Research Transparency Act,114,0,,
s1804-114,Finance and Financial Sector,Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer affairs|Consumer credit|Executive agency funding and structure,2015-07-21,"A bill to eliminate the Bureau of Consumer Financial Protection by repealing title X of the Dodd-Frank Wall Street Reform and Consumer Protection Act, commonly known as the Consumer Financial Protection Act of 2010.",Repeal CFPB Act,114,0,,
s1816-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Securities|Securities and Exchange Commission (SEC)",2015-07-21,"A bill to provide relief to community banks, to promote access to capital for community banks, and for other purposes.",Community Bank Access to Capital Act of 2015,114,0,,
hr3340-114,Finance and Financial Sector,Appropriations|Banking and financial institutions regulation|Congressional oversight|Department of the Treasury|Executive agency funding and structure|Financial Stability Oversight Council|Financial crises and stabilization,2015-07-29,"To place the Financial Stability Oversight Council and the Office of Financial Research under the regular appropriations process, to provide for certain quarterly reporting and public notice and comment requirements for the Office of Financial Research, and for other purposes.",Financial Stability Oversight Council Reform Act,114,0,,
s1957-114,Finance and Financial Sector,Criminal justice information and records|Financial services and investments|Licensing and registrations|State and local government operations,2015-08-05,"A bill to require the Attorney General to provide State officials with access to criminal history information with respect to certain financial service providers required to undergo State criminal background checks, and for other purposes.",State Licensing Efficiency Act of 2015,114,0,,
s1963-114,Finance and Financial Sector,Advisory bodies|Consumer Financial Protection Bureau|Consumer affairs|Consumer credit|Executive agency funding and structure|Financial services and investments|Small business,2015-08-05,"A bill to amend the Consumer Financial Protection Act of 2010 to establish advisory boards, and for other purposes.",Bureau of Consumer Financial Protection Advisory Board Enhancement Act,114,0,,
s2028-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Congressional oversight|Credit and credit markets|National Credit Union Administration,2015-09-10,"A bill to amend the Federal Credit Union Act, to advance the ability of credit unions to promote small business growth and economic development opportunities, and for other purposes.",Small Business Lending Enhancement Act of 2015,114,0,,
hr3557-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Advisory bodies|Banking and financial institutions regulation|Commodity Futures Trading Commission|Congressional oversight|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Financial Stability Oversight Council|Financial crises and stabilization|Government ethics and transparency, public corruption|National Credit Union Administration|Securities and Exchange Commission (SEC)",2015-09-18,"To amend the Financial Stability Act of 2010 to require the Financial Stability Oversight Council to hold open meetings and comply with the requirements of the Federal Advisory Committee Act, to provide additional improvements to the Council, and for other purposes.",FSOC Transparency and Accountability Act,114,0,,
hr3567-114,Finance and Financial Sector,Banking and financial institutions regulation|Business records|Government information and archives|Housing finance and home ownership,2015-09-18,"To repeal the Home Mortgage Disclosure Act of 1975, and for other purposes.",HMDA Repeal Act of 2015,114,0,,
hr3610-114,Finance and Financial Sector,Caribbean area|Financial services and investments|Puerto Rico|Securities,2015-09-25,"To amend the Investment Company Act of 1940 to terminate the exemption of companies located in Puerto Rico, the Virgin Islands, and any other possession of the United States.",Puerto Rico Investor Protection Act of 2015,114,0,,
hr3705-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Commodities markets|Commodity Futures Trading Commission|Congressional oversight|Consumer Financial Protection Bureau|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Financial services and investments|National Credit Union Administration|Securities and Exchange Commission (SEC)",2015-10-07,"To require certain financial regulators to determine whether new regulations or orders are duplicative or inconsistent with existing Federal regulations, and for other purposes.",Financial Regulatory Clarity Act of 2015,114,0,,
hr3725-114,Finance and Financial Sector,Appropriations|Caribbean area|Federal Reserve System|Government lending and loan guarantees|Puerto Rico|Securities|State and local finance,2015-10-08,"To authorize the Secretary of the Treasury to guarantee principal and interest payments on bonds issued by the government of the U.S. territory of Puerto Rico, including its public corporations and instrumentalities, on the condition that the government of the territory demonstrates meaningful improvement in the management of its public finances, and for other purposes.",Puerto Rico Financial Improvement and Bond Guarantee Act of 2015,114,0,,
hr3791-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Federal Reserve System",2015-10-21,"To raise the consolidated assets threshold under the small bank holding company policy statement, and for other purposes.",,114,0,,
hr3808-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Federal Housing Finance Agency|Housing finance and home ownership,2015-10-22,"To require the withdrawal and study of the Federal Housing Finance Agency's proposed rule on Federal Home Loan Bank membership, and for other purposes.",,114,0,,
hr3811-114,Finance and Financial Sector,Business records|Corporate finance and management|Financial services and investments|Foreign and international corporations|Securities|Unemployment,2015-10-22,To amend the Securities Exchange Act of 1934 to require the disclosure of the total number of a company's domestic and foreign employees.,Outsourcing Accountability Act of 2015,114,0,,
hr3850-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Banking and financial institutions regulation|Civil actions and liability|Consumer Financial Protection Bureau|Consumer credit|Financial services and investments|Government employee pay, benefits, personnel management|Government studies and investigations|Interest, dividends, interest rates|Legal fees and court costs|Veterans' pensions and compensation",2015-10-28,"To provide for additional protections and disclosures to consumers when financial products or services are related to the consumers' military or Federal pensions, and for other purposes.",Annuity Safety and Security Under Reasonable Enforcement Act of 2015,114,0,,
s2216-114,Finance and Financial Sector,Aging|Banking and financial institutions regulation|Civil actions and liability|Employment discrimination and employee rights|Financial services and investments|Fraud offenses and financial crimes,2015-10-28,"A bill to provide immunity from suit for certain individuals who disclose potential examples of financial exploitation of senior citizens, and for other purposes.",Senior$afe Act of 2015,114,0,,
hr3857-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Congressional oversight|Federal Reserve System|Financial services and investments,2015-10-29,"To require the Board of Governors of the Federal Reserve System and the Financial Stability Oversight Council to carry out certain requirements under the Financial Stability Act of 2010 before making any new determination under section 113 of such Act, and for other purposes.",,114,0,,
hr3890-114,Finance and Financial Sector,Banking and financial institutions regulation|Financial crises and stabilization|Housing finance and home ownership,2015-11-03,"To exempt safe and sound depository institutions, credit unions, and depository institution holding companies from certain titles of the Dodd-Frank Wall Street Reform and Consumer Protection Act, and for other purposes.",FILES Act of 2015,114,0,,
hr3891-114,Finance and Financial Sector,Accounting and auditing|Administrative law and regulatory procedures|Securities|Securities and Exchange Commission (SEC),2015-11-03,"To amend the Sarbanes-Oxley Act of 2002 to exempt issuers with a total market capitalization of less than $2,000,000,000 from the auditor attestation requirement for internal control assessments.",Get Regulation Out of the Way Act of 2015,114,0,,
s2232-114,Finance and Financial Sector,"Accounting and auditing|Bank accounts, deposits, capital|Congressional oversight|Federal Reserve System|Government studies and investigations",2015-11-03,"A bill to require a full audit of the Board of Governors of the Federal Reserve System and the Federal reserve banks by the Comptroller General of the United States, and for other purposes.",Federal Reserve Transparency Act of 2015,114,0,,
hr3921-114,Finance and Financial Sector,Business records|Financial services and investments|Government information and archives|Securities,2015-11-04,"To amend the Securities Exchange Act of 1934 to require certain reporting by hedge funds that are the beneficial owner of more than 1 percent of a class of security, and for other purposes.",Hedge Fund Sunshine Act of 2015,114,0,,
hr4049-114,Finance and Financial Sector,Banking and financial institutions regulation|Securities,2015-11-17,To amend the Bank Holding Company Act of 1956 to exempt certain non-financial companies and smaller banking entities from the application of the Volcker Rule.,Volcker Rule Relief Act of 2105,114,0,,
s2288-114,Finance and Financial Sector,"Banking and financial institutions regulation|Federal Reserve System|Government employee pay, benefits, personnel management|Public participation and lobbying|State and local government operations",2015-11-17,"A bill to prohibit members and staff of the Federal Reserve System from lobbying for or against legislation, and for other purposes.",Bring Accountability Now to the Fed Act of 2015,114,0,,
hr4096-114,Finance and Financial Sector,Banking and financial institutions regulation|Financial services and investments|Securities,2015-11-19,"To amend the Volcker Rule to permit certain investment advisers to share a similar name with a private equity fund, subject to certain restrictions, and for other purposes.",Investor Clarity and Bank Parity Act,114,0,,
hr4099-114,Finance and Financial Sector,Banking and financial institutions regulation|Consumer Financial Protection Bureau|Government information and archives,2015-11-19,"To increase from $10,000,000,000 to $50,000,000,000 the threshold figure at which regulated depository institutions are subject to direct examination and reporting requirements of the Bureau of Consumer Financial Protection, and for other purposes.",Consumer Financial Protection Bureau Examination and Reporting Threshold Act of 2015,114,0,,
hr4107-114,Finance and Financial Sector,Business records|Congressional oversight|Disaster relief and insurance|Floods and storm protection|Fraud offenses and financial crimes|Government information and archives|Insurance industry and regulation|Judicial review and appeals|Legal fees and court costs|Natural disasters|Public contracts and procurement,2015-11-19,"To provide for transparency, accountability, and reform of the National Flood Insurance Program.",Flood Insurance Transparency and Accountability Act of 2015,114,0,,
hr4116-114,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation",2015-11-19,"To amend the Federal Deposit Insurance Act to ensure that the reciprocal deposits of an insured depository institution are not considered to be funds obtained by or through a deposit broker, and for other purposes.",,114,0,,
s2315-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer credit|Government studies and investigations|User charges and fees",2015-11-19,"A bill to provide protection for consumers who have prepaid cards and mobile accounts, and for other purposes.",Prepaid Card and Mobile Account Consumer Protection Act of 2015,114,0,,
s2324-114,Finance and Financial Sector,Business records|Congressional oversight|Disaster relief and insurance|Floods and storm protection|Fraud offenses and financial crimes|Government information and archives|Insurance industry and regulation|Judicial review and appeals|Legal fees and court costs|Natural disasters|Public contracts and procurement,2015-11-19,"A bill to provide for transparency, accountability, and reform of the National Flood Insurance Program.",Flood Insurance Transparency and Accountability Act of 2015,114,0,,
hr4139-114,Finance and Financial Sector,Accounting and auditing|Business records|Government information and archives|Securities,2015-12-01,To amend the Sarbanes-Oxley Act of 2002 to provide a temporary exemption for low-revenue issuers from certain auditor attestation requirements.,Fostering Innovation Act of 2015,114,0,,
hr4210-114,Finance and Financial Sector,Congressional oversight|Financial Stability Oversight Council|Financial crises and stabilization|Members of Congress,2015-12-10,To amend the Dodd-Frank Wall Street Reform and Consumer Protection Act to require voting members of the Financial Stability Oversight Council to testify before Congress at least twice each year when requested to do so or to otherwise permit certain Members of Congress to attend meetings of the Council whether or not such meetings are open to the public.,,114,0,,
hr4216-114,Finance and Financial Sector,"Bank accounts, deposits, capital|Consumer affairs|Financial crises and stabilization|Financial services and investments|Government lending and loan guarantees|Securities",2015-12-10,"To protect the investment choices of American investors, and for other purposes.",Consumer Financial Choice and Capital Markets Protection Act of 2015,114,0,,
hr4248-114,Finance and Financial Sector,Banking and financial institutions regulation|Department of the Treasury|Financial Stability Oversight Council|Financial crises and stabilization|Judicial review and appeals,2015-12-15,To amend the Financial Stability Act to revise the reevaluation procedures with respect to determinations by the Financial Stability Oversight Council that a nonbank financial company shall be supervised by the Board of Governors and shall be subject to prudential standards.,FSOC Designation Review Act,114,0,,
s2410-114,Finance and Financial Sector,Administrative law and regulatory procedures|Computer security and identity theft|Financial services and investments|Government information and archives|Securities|Securities and Exchange Commission (SEC),2015-12-17,A bill to promote transparency in the oversight of cybersecurity risks at publicly traded companies.,Cybersecurity Disclosure Act of 2015,114,0,,
hr4353-114,Finance and Financial Sector,Banking and financial institutions regulation|Commodities markets,2016-01-08,To extend the exemption of small banks and savings associations from classification as a financial entity for purposes of the swaps clearing requirements of the Commodity Exchange Act to their holding companies.,,114,0,,
s2497-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Congressional oversight|Department of Labor|Employee benefits and pensions|Financial services and investments|Government information and archives|Securities and Exchange Commission (SEC),2016-02-04,"A bill to amend the Securities Exchange Act of 1934 to provide protections for retail customers, and for other purposes.",Retail Investor Protection Act of 2016,114,0,,
hr4500-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Congressional oversight|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Government information and archives",2016-02-09,"To amend the Federal Deposit Insurance Act to permit certain depository institutions to use a short form call report, and for other purposes.",Community Bank Reporting Relief Act,114,0,,
hr4514-114,Finance and Financial Sector,"Arab-Israeli relations|Employee benefits and pensions|Financial services and investments|Government employee pay, benefits, personnel management|Israel|Middle East|Sanctions|State and local finance|State and local government operations|Trade restrictions|U.S. and foreign investments",2016-02-10,"To authorize State and local governments to divest from entities that engage in commerce or investment-related boycott, divestment, or sanctions activities targeting Israel, and for other purposes.",Combating BDS Act of 2016,114,0,,
s2531-114,Finance and Financial Sector,"Arab-Israeli relations|Employee benefits and pensions|Financial services and investments|Government employee pay, benefits, personnel management|Israel|Middle East|Sanctions|State and local finance|State and local government operations|Trade restrictions|U.S. and foreign investments",2016-02-10,"A bill to authorize State and local governments to divest from entities that engage in commerce-related or investment-related boycott, divestment, or sanctions activities targeting Israel, and for other purposes.",Combating BDS Act of 2016,114,0,,
hr4538-114,Finance and Financial Sector,Aging|Banking and financial institutions regulation|Civil actions and liability|Employment discrimination and employee rights|Financial services and investments|Fraud offenses and financial crimes,2016-02-11,"To provide immunity from suit for certain individuals who disclose potential examples of financial exploitation of senior citizens, and for other purposes.",Senior Safe Act of 2016,114,0,,
hr4619-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Administrative remedies|Banking and financial institutions regulation|Civil actions and liability|Commodities markets|Commodity Futures Trading Commission|Criminal investigation, prosecution, interrogation|Department of Justice|Department of the Treasury|Employment discrimination and employee rights|Evidence and witnesses|Federal Deposit Insurance Corporation (FDIC)|Federal Housing Finance Agency|Federal Reserve System|Fraud offenses and financial crimes|Government employee pay, benefits, personnel management|Securities|Securities and Exchange Commission (SEC)",2016-02-25,"To strengthen incentives and protections for whistleblowers in the financial industry and related regulatory agencies, and for other purposes.",WARN Act of 2016,114,0,,
hr4620-114,Finance and Financial Sector,Administrative law and regulatory procedures|Credit and credit markets|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Real estate business|Securities|Securities and Exchange Commission (SEC),2016-02-25,"To amend the Securities Exchange Act of 1934 to exempt certain commercial real estate loans from risk retention requirements, and for other purposes.",Preserving Access to CRE Capital Act of 2016,114,0,,
s2591-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Administrative remedies|Banking and financial institutions regulation|Civil actions and liability|Commodities markets|Commodity Futures Trading Commission|Criminal investigation, prosecution, interrogation|Department of Justice|Department of the Treasury|Employment discrimination and employee rights|Evidence and witnesses|Federal Deposit Insurance Corporation (FDIC)|Federal Housing Finance Agency|Federal Reserve System|Fraud offenses and financial crimes|Government employee pay, benefits, personnel management|Securities|Securities and Exchange Commission (SEC)",2016-02-25,"A bill to strengthen incentives and protections for whistleblowers in the financial industry and related regulatory agencies, and for other purposes.",WARN Act of 2016,114,0,,
hr4647-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Department of the Treasury|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Government information and archives",2016-02-26,"To establish regulatory relief for certain financial institutions, and for other purposes.",Traditional Banking Regulatory Relief Act of 2015,114,0,,
hr4718-114,Finance and Financial Sector,"Advisory bodies|Congressional oversight|Corporate finance and management|Employment discrimination and employee rights|Executive agency funding and structure|Government studies and investigations|Securities|Securities and Exchange Commission (SEC)|Sex, gender, sexual orientation discrimination",2016-03-07,"To require the Securities and Exchange Commission to establish a Gender Diversity Advisory Group to study and make recommendations on strategies to increase gender diversity among the members of the board of directors of issuers, to amend the Securities Exchange Act of 1934 to require issuers to make disclosures to shareholders with respect to gender diversity, and for other purposes.",Gender Diversity in Corporate Leadership Act of 2016,114,0,,
s2663-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer affairs|Consumer credit|Financial services and investments|Government information and archives|Government studies and investigations|Minority and disadvantaged businesses|Motor vehicles|Rural conditions and development|Small business|Veterans' education, employment, rehabilitation|Women in business",2016-03-10,A bill to nullify certain guidance of the Bureau of Consumer Financial Protection and to provide requirements for guidance issued by the Bureau with respect to indirect auto lending.,Reforming CFPB Indirect Auto Financing Guidance Act,114,0,,
hr4792-114,Finance and Financial Sector,Administrative law and regulatory procedures|Congressional oversight|Government information and archives|Mining|Oil and gas|Securities|Securities and Exchange Commission (SEC),2016-03-17,To update the oil and gas and mining industry guides of the Securities and Exchange Commission.,,114,0,,
s2716-114,Finance and Financial Sector,Administrative law and regulatory procedures|Congressional oversight|Government information and archives|Mining|Oil and gas|Securities|Securities and Exchange Commission (SEC),2016-03-17,A bill to update the oil and gas and mining industry guides of the Securities and Exchange Commission.,,114,0,,
s2722-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Department of the Treasury,2016-03-17,"A bill to amend the Home Owners' Loan Act to allow Federal savings associations to elect to operate as national banks, and for other purposes.",Federal Savings Association Charter Flexibility Act of 2016,114,0,,
hr4850-114,Finance and Financial Sector,Securities|State and local government operations,2016-03-23,"To amend the Securities Act of 1933 to exempt certain micro-offerings from the registration requirements of such Act, and for other purposes.",Micro Offering Safe Harbor Act,114,0,,
hr4852-114,Finance and Financial Sector,Administrative law and regulatory procedures|Business records|Corporate finance and management|Financial services and investments|Government information and archives|Securities|Securities and Exchange Commission (SEC),2016-03-23,To direct the Securities and Exchange Commission to revise Regulation D relating to exemptions from registration requirements for certain sales of securities.,Private Placement Improvement Act of 2016,114,0,,
hr4854-114,Finance and Financial Sector,Business investment and capital|Financial services and investments|Securities,2016-03-23,To amend the Investment Company Act of 1940 to expand the investor limitation for qualifying venture capital funds under an exemption from the definition of an investment company.,Supporting America's Innovators Act of 2016,114,0,,
s2760-114,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Computer security and identity theft|Congressional oversight|Consumer credit|Economic development|Fraud offenses and financial crimes|Government studies and investigations|Indian social and development programs|Licensing and registrations|Minority and disadvantaged businesses",2016-04-07,"A bill to amend the Truth in Lending Act to address certain issues related to the extension of consumer credit, and for other purposes.",SAFE Lending Act of 2016,114,0,,
hr4913-114,Finance and Financial Sector,Civil actions and liability|Congressional oversight|Government corporations and government-sponsored enterprises|Government trust funds|Housing finance and home ownership|Housing supply and affordability|Securities,2016-04-12,"To ensure the sufficient capitalization of Fannie Mae and Freddie Mac and prevent any further bailout of such enterprises by the Federal Government, and for other purposes.",Housing Finance Restructuring Act of 2016,114,0,,
s2790-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Business records|Congressional oversight|Consumer affairs|Department of the Treasury|Evidence and witnesses|Federal Deposit Insurance Corporation (FDIC)|Federal Reserve System|Government information and archives|Judicial procedure and administration|National Credit Union Administration|Terrorism",2016-04-13,"A bill to provide requirements for the appropriate Federal banking agencies when requesting or ordering a depository institution to terminate a specific customer account, to provide for additional requirements related to subpoenas issued under the Financial Institutions Reform, Recovery, and Enforcement Act of 1989, and for other purposes.",Financial Institution Customer Protection Act of 2016,114,0,,
hr4950-114,Finance and Financial Sector,Advisory bodies|Banking and financial institutions regulation|Department of the Treasury|Executive agency funding and structure|Securities,2016-04-14,"To establish advisory committees within the Department of the Treasury, and for other purposes.",Small Financial Institution Advisory Committees Act of 2016,114,0,,
hr4992-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Arms control and nonproliferation|Chemical and biological weapons|Congressional oversight|Currency|Foreign and international banking|Iran|Licensing and registrations|Middle East|Nuclear weapons|Presidents and presidential powers, Vice Presidents|Securities|Terrorism|War and emergency powers",2016-04-19,"To codify regulations relating to transfers of funds involving Iran, and for other purposes.",United States Financial System Protection Act of 2016,114,0,,
hr4993-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Computer security and identity theft|Congressional oversight|Consumer Financial Protection Bureau|Government information and archives|Government liability|Government studies and investigations|Housing finance and home ownership|Marketing and advertising,2016-04-19,"To require the Comptroller General of the United States to conduct a study regarding the privacy of information collected under the Home Mortgage Disclosure Act of 1975, and for other purposes.",Homeowner Information Privacy Protection Act,114,0,,
hr4997-114,Finance and Financial Sector,Banking and financial institutions regulation|Business records|Consumer credit|Housing finance and home ownership,2016-04-20,"To amend the Home Mortgage Disclosure Act of 1975 to specify which depository institutions are subject to the maintenance of records and disclosure requirements of such Act, and for other purposes.",Home Mortgage Disclosure Adjustment Act,114,0,,
hr5023-114,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Computer security and identity theft|Congressional oversight|Consumer credit|Economic development|Fraud offenses and financial crimes|Government studies and investigations|Indian social and development programs|Licensing and registrations|Minority and disadvantaged businesses",2016-04-21,"To amend the Truth in Lending Act to address certain issues related to the extension of consumer credit, and for other purposes.",SAFE Lending Act of 2016,114,0,,
hr5027-114,Finance and Financial Sector,"Bank accounts, deposits, capital|Economic performance and conditions|Federal Reserve System|Inflation and prices|Securities",2016-04-21,"To amend the Federal Reserve Act to adjust the circumstances under which Federal reserve bank stock is callable, and for other purposes.",,114,0,,
hr5112-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer credit,2016-04-28,"To amend the Consumer Protection Act of 2010 to grant the Bureau of Consumer Financial Protection the authority to regulate certain acts and practices using processes and procedures consistent with and similar to those in place at the Federal Trade Commission, to encourage greater communication amongst regulators, and for other purposes.",Unfair or Deceptive Acts or Practices Uniformity Act,114,0,,
s2917-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Banking and financial institutions regulation|Business records|Commodities markets|Commodity Futures Trading Commission|Congressional oversight|Electric power generation and transmission|Employee benefits and pensions|Government information and archives|Government studies and investigations|Judicial review and appeals|Metals|Oil and gas|Public utilities and utility rates|Religion|Securities|Social work, volunteer service, charitable organizations",2016-05-10,"An original bill to reauthorize the Commodity Futures Trading Commission, to ensure protections of futures customers, to provide relief for farmers, ranchers, and end-users that manage risk to help keep consumer costs low, and for other purposes.",Commodity End-User Relief Act,114,0,,
hr5198-114,Finance and Financial Sector,"Administrative law and regulatory procedures|Bank accounts, deposits, capital|Banking and financial institutions regulation|Congressional oversight|Consumer Financial Protection Bureau|Consumer affairs|Consumer credit|Government studies and investigations|Marketing and advertising|User charges and fees",2016-05-11,"To amend the Truth in Lending Act to establish fair and transparent practices related to the marketing and provision of overdraft coverage programs at depository institutions, and for other purposes.",Overdraft Protection Act of 2016,114,0,,
hr5211-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Competition and antitrust|Consumer Financial Protection Bureau|Consumer credit|Economic performance and conditions|Executive agency funding and structure|Financial services and investments|Performance measurement,2016-05-12,"To amend the Consumer Financial Protection Act of 2010 to update the purpose of the Bureau of Consumer Financial Protection, and for other purposes.",CFPB Dual Mandate and Economic Analysis Act,114,0,,
hr5282-114,Finance and Financial Sector,Administrative law and regulatory procedures|Civil actions and liability|Computer security and identity theft|Congressional oversight|Consumer Financial Protection Bureau|Consumer affairs|Consumer credit|Contracts and agency|Crime victims|Disability and paralysis|Foreign language and bilingual programs|Fraud offenses and financial crimes|Government studies and investigations|Higher education|Housing finance and home ownership|Internet and video services|Marketing and advertising|Motor vehicles|Public participation and lobbying|Student aid and college costs,2016-05-19,"To amend the Fair Credit Reporting Act to improve the consumer reporting system, and for other purposes.",Comprehensive Consumer Credit Reporting Reform Act of 2016,114,0,,
hr5322-114,Finance and Financial Sector,Banking and financial institutions regulation|Caribbean area|Financial services and investments|Puerto Rico|Securities|U.S. territories and protectorates|Virgin Islands,2016-05-25,"To amend the Investment Company Act of 1940 to terminate an exemption for companies located in Puerto Rico, the Virgin Islands, and any other possession of the United States.",U.S. Territories Investor Protection Act of 2016,114,0,,
s2995-114,Finance and Financial Sector,"Bank accounts, deposits, capital|Banking and financial institutions regulation|Civil actions and liability|Housing finance and home ownership",2016-05-26,"A bill to amend the Truth in Lending Act to provide a safe harbor from certain requirements related to qualified mortgages for residential mortgage loans held on an originating depository institution's portfolio, and for other purposes.",Portfolio Lending and Mortgage Access Act,114,0,,
hr5413-114,Finance and Financial Sector,Census and government statistics|Consumer Financial Protection Bureau|Consumer affairs|Consumer credit|Contracts and agency|Financial services and investments|Government information and archives,2016-06-08,"To amend the Consumer Financial Protection Act of 2010 to provide additional requirements for the consumer complaint website of the Bureau of Consumer Financial Protection, and for other purposes.",CFPB Data Accountability Act,114,0,,
hr5419-114,Finance and Financial Sector,Banking and financial institutions regulation|Government studies and investigations,2016-06-09,"To amend the Federal Credit Union Act to extend the examination cycle of the National Credit Union Administration to 18 months for certain credit unions, and for other purposes.",Credit Union Examination Reform Act of 2016,114,0,,
hr5421-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Securities|Securities and Exchange Commission (SEC)|State and local government operations,2016-06-09,To amend the Securities Act of 1933 to apply the exemption from State regulation of securities offerings to securities listed on a national security exchange that has listing standards that have been approved by the Commission.,National Securities Exchange Regulatory Parity Act of 2016,114,0,,
hr5453-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer credit|Financial services and investments|User charges and fees,2016-06-10,"To amend the Consumer Financial Protection Act of 2010 to establish an advisory opinion process for the Bureau of Consumer Financial Protection, and for other purposes.",Bureau Advisory Opinion Act of 2016,114,0,,
hr5455-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Business records|Consumer Financial Protection Bureau|Consumer credit|Financial services and investments|Government information and archives|Government studies and investigations,2016-06-10,To amend the Consumer Financial Protection Act of 2010 to separate the market monitoring functions of the Bureau of Consumer Financial Protection from the Bureau's supervisory functions.,Protecting Consumer Financial Information Act,114,0,,
hr5461-114,Finance and Financial Sector,"Bank accounts, deposits, capital|Congressional oversight|Diplomacy, foreign officials, Americans abroad|Foreign and international banking|Foreign property|Fraud offenses and financial crimes|Government information and archives|Iran|Middle East|Sanctions",2016-06-13,"To require the Secretary of the Treasury to submit a report to the appropriate congressional committees on the estimated total assets under direct or indirect control by certain senior Iranian leaders and other figures, and for other purposes.",Iranian Leadership Asset Transparency Act,114,0,,
hr5465-114,Finance and Financial Sector,Administrative law and regulatory procedures|Banking and financial institutions regulation|Consumer Financial Protection Bureau|Consumer credit,2016-06-14,"To repeal section 1075 of the Consumer Financial Protection Act of 2010 relating to rules for payment card transactions, and for other purposes.",,114,0,,
hr5490-114,Finance and Financial Sector,Administrative law and regulatory procedures|Civil actions and liability|Constitution and constitutional amendments|Consumer Financial Protection Bureau|Consumer credit|Financial services and investments|Judicial review and appeals,2016-06-15,"To amend the Consumer Financial Protection Act of 2010 to require that no deference be given to the interpretation of consumer financial law by the Bureau of Consumer Financial Protection, to define the scope of judicial review of Bureau actions, and for other purposes.",,114,0,,
hr5491-114,Finance and Financial Sector,Consumer Financial Protection Bureau|Consumer affairs|Consumer credit|Financial services and investments|Government information and archives,2016-06-15,To require the Director of the Bureau of Consumer Financial Protection to verify the accuracy of consumer complaint information before making such information available to the public.,,114,0,,
hr5505-114,Finance and Financial Sector,Government corporations and government-sponsored enterprises|Government studies and investigations|Housing finance and home ownership,2016-06-16,"To amend the Consumer Financial Protection Act of 2010 to require annual studies on ending the conservatorship of Fannie Mae, Freddie Mac, and for other purposes.",GSE Review and Reform Act of 2016,114,0,,
